Vehicle ID,Timestamp
20,0.0
19,0.0
18,0.0
17,0.0
16,0.0
15,0.0
20,16.666666666666668
19,16.666666666666668
18,16.666666666666668
17,16.666666666666668
16,16.666666666666668
15,16.666666666666668
21,33.333333333333336
20,33.333333333333336
19,33.333333333333336
18,33.333333333333336
17,33.333333333333336
16,33.333333333333336
15,33.333333333333336
20,50.0
19,50.0
18,50.0
17,50.0
16,50.0
15,50.0
20,66.66666666666667
19,66.66666666666667
18,66.66666666666667
17,66.66666666666667
16,66.66666666666667
15,66.66666666666667
20,83.33333333333333
19,83.33333333333333
18,83.33333333333333
17,83.33333333333333
16,83.33333333333333
15,83.33333333333333
20,100.0
19,100.0
18,100.0
17,100.0
16,100.0
15,100.0
20,116.66666666666667
19,116.66666666666667
18,116.66666666666667
17,116.66666666666667
16,116.66666666666667
15,116.66666666666667
20,133.33333333333334
19,133.33333333333334
18,133.33333333333334
17,133.33333333333334
16,133.33333333333334
15,133.33333333333334
20,150.0
19,150.0
18,150.0
17,150.0
16,150.0
15,150.0
20,166.66666666666666
19,166.66666666666666
18,166.66666666666666
17,166.66666666666666
16,166.66666666666666
15,166.66666666666666
20,183.33333333333331
19,183.33333333333331
18,183.33333333333331
17,183.33333333333331
16,183.33333333333331
15,183.33333333333331
20,200.0
19,200.0
18,200.0
17,200.0
16,200.0
15,200.0
20,216.66666666666669
19,216.66666666666669
18,216.66666666666669
17,216.66666666666669
16,216.66666666666669
15,216.66666666666669
24,233.33333333333334
20,233.33333333333334
19,233.33333333333334
18,233.33333333333334
17,233.33333333333334
16,233.33333333333334
15,233.33333333333334
24,250.0
20,250.0
19,250.0
18,250.0
17,250.0
16,250.0
15,250.0
24,266.6666666666667
20,266.6666666666667
19,266.6666666666667
18,266.6666666666667
17,266.6666666666667
16,266.6666666666667
15,266.6666666666667
20,283.3333333333333
19,283.3333333333333
18,283.3333333333333
17,283.3333333333333
16,283.3333333333333
15,283.3333333333333
20,300.0
19,300.0
18,300.0
17,300.0
16,300.0
15,300.0
20,316.66666666666663
19,316.66666666666663
18,316.66666666666663
17,316.66666666666663
16,316.66666666666663
15,316.66666666666663
20,333.3333333333333
19,333.3333333333333
17,333.3333333333333
16,333.3333333333333
15,333.3333333333333
20,350.0
19,350.0
17,350.0
16,350.0
15,350.0
24,366.66666666666663
20,366.66666666666663
19,366.66666666666663
17,366.66666666666663
16,366.66666666666663
15,366.66666666666663
24,383.3333333333333
20,383.3333333333333
19,383.3333333333333
17,383.3333333333333
16,383.3333333333333
15,383.3333333333333
24,400.0
22,400.0
20,400.0
19,400.0
17,400.0
16,400.0
15,400.0
24,416.6666666666667
22,416.6666666666667
20,416.6666666666667
19,416.6666666666667
17,416.6666666666667
16,416.6666666666667
15,416.6666666666667
22,433.33333333333337
20,433.33333333333337
19,433.33333333333337
17,433.33333333333337
16,433.33333333333337
15,433.33333333333337
22,450.0
20,450.0
19,450.0
17,450.0
16,450.0
15,450.0
20,466.6666666666667
19,466.6666666666667
17,466.6666666666667
16,466.6666666666667
15,466.6666666666667
25,483.3333333333333
20,483.3333333333333
19,483.3333333333333
17,483.3333333333333
16,483.3333333333333
15,483.3333333333333
25,500.0
20,500.0
19,500.0
17,500.0
16,500.0
15,500.0
25,516.6666666666666
20,516.6666666666666
19,516.6666666666666
17,516.6666666666666
16,516.6666666666666
15,516.6666666666666
25,533.3333333333334
20,533.3333333333334
19,533.3333333333334
17,533.3333333333334
16,533.3333333333334
15,533.3333333333334
25,550.0
20,550.0
19,550.0
17,550.0
16,550.0
15,550.0
25,566.6666666666666
24,566.6666666666666
20,566.6666666666666
19,566.6666666666666
17,566.6666666666666
16,566.6666666666666
15,566.6666666666666
25,583.3333333333334
24,583.3333333333334
20,583.3333333333334
19,583.3333333333334
17,583.3333333333334
16,583.3333333333334
15,583.3333333333334
25,600.0
20,600.0
19,600.0
17,600.0
16,600.0
15,600.0
25,616.6666666666667
20,616.6666666666667
19,616.6666666666667
17,616.6666666666667
16,616.6666666666667
15,616.6666666666667
25,633.3333333333333
